cycle,queueSize,serverCount,totalGenerated,totalBlocked,totalProcessed
# cycle 1: added server
900,294,5,882,2,581
901,295,5,883,2,582
902,295,5,884,2,583
903,294,5,884,2,583
904,294,5,884,2,584
905,293,5,884,2,584
906,293,5,884,2,584
907,293,5,884,2,584
908,293,5,884,2,584
909,293,5,884,2,584
910,294,5,885,2,585
911,293,5,885,2,586
912,292,5,885,2,587
913,292,5,886,2,587
914,292,5,886,2,587
915,292,5,886,2,588
916,291,5,886,2,588
917,291,5,886,2,589
918,290,5,886,2,589
919,291,5,887,2,591
920,289,5,887,2,591
921,289,5,887,2,591
922,289,5,887,2,592
923,289,5,888,2,592
924,289,5,888,2,592
925,289,5,888,2,592
926,289,5,888,2,592
927,289,5,888,2,594
928,287,5,888,2,595
929,287,5,889,2,596
930,286,5,889,2,596
931,288,5,891,2,596
932,288,5,891,2,596
933,288,5,891,2,596
934,288,5,891,2,596
935,288,5,891,2,597
936,287,5,891,2,598
937,286,5,891,2,598
938,289,5,894,2,598
939,289,5,894,2,598
940,291,5,896,2,599
941,290,5,896,2,599
942,291,5,897,2,599
943,291,5,897,2,600
944,293,5,900,2,600
945,295,5,902,2,600
946,298,5,905,2,600
947,299,5,906,2,601
948,299,5,907,2,602
949,301,5,910,2,602
950,301,5,910,2,602
951,302,5,911,2,603
952,301,5,911,2,604
953,301,5,912,2,604
954,301,5,912,2,605
955,302,5,914,2,606
956,301,5,914,2,606
957,303,5,916,2,607
958,302,5,916,2,607
959,302,5,916,2,607
960,302,5,916,2,608
961,301,5,916,2,608
962,301,5,916,2,609
963,300,5,916,2,609
964,302,5,918,2,609
965,302,5,918,2,610
966,301,5,918,2,611
967,300,5,918,2,612
968,299,5,918,2,612
969,300,5,919,2,612
970,302,5,921,2,612
971,302,5,921,2,612
972,305,5,924,2,612
973,305,5,924,2,612
974,305,5,924,2,614
975,306,5,927,2,614
976,306,5,927,2,614
977,306,5,927,2,615
978,307,5,929,2,616
979,306,5,929,2,617
980,305,5,929,2,617
981,305,5,929,2,617
982,305,5,929,2,617
983,305,5,929,2,617
984,306,5,930,2,618
985,307,5,932,2,619
986,306,5,932,2,619
987,306,5,932,2,619
988,306,5,932,2,620
989,305,5,932,2,621
990,306,5,934,2,621
991,306,5,934,2,621
992,307,5,935,2,621
993,307,5,935,2,621
994,307,5,935,2,621
995,309,5,937,2,621
996,309,5,937,2,621
997,309,5,937,2,622
998,309,5,938,2,622
999,309,5,938,2,624
1000,307,5,938,2,624
1001,307,5,938,2,624
1002,308,5,939,2,624
1003,309,5,940,2,624
1004,310,5,941,2,624
1005,310,5,941,2,625
1006,309,5,941,2,625
1007,309,5,941,2,627
1008,308,5,942,2,627
1009,308,5,942,2,627
1010,310,5,944,2,628
1011,310,5,945,2,629
1012,309,5,945,2,630
1013,308,5,945,2,631
1014,308,5,946,2,632
1015,307,5,946,2,633
1016,308,5,948,2,633
1017,308,5,948,2,633
1018,308,5,948,2,633
1019,309,5,949,2,633
1020,309,5,949,2,634
1021,308,5,949,2,634
1022,308,5,949,2,635
1023,307,5,949,2,636
1024,306,5,949,2,637
1025,305,5,949,2,637
1026,305,5,949,2,637
1027,305,5,949,2,638
1028,305,5,950,2,638
1029,305,5,950,2,638
1030,305,5,950,2,639
1031,304,5,950,2,640
1032,303,5,950,2,640
1033,303,5,950,2,641
1034,304,5,952,2,641
1035,304,5,952,2,641
1036,304,5,952,2,641
1037,304,5,952,2,641
1038,305,5,953,2,641
1039,305,5,953,2,643
1040,304,5,954,2,644
1041,303,5,954,2,645
1042,303,5,955,2,645
1043,303,5,955,2,646
1044,303,5,956,2,647
1045,303,5,957,2,647
1046,303,5,957,2,647
1047,303,5,957,2,647
1048,303,5,957,2,647
1049,303,5,957,2,647
1050,303,5,957,2,647
1051,303,5,957,2,649
1052,301,5,957,2,649
1053,303,5,959,2,649
1054,303,5,959,2,649
1055,303,5,959,2,649
1056,304,5,960,2,650
1057,303,5,960,2,650
1058,303,5,960,2,651
1059,302,5,960,2,652
1060,302,5,961,2,652
1061,302,5,961,2,652
1062,302,5,961,2,653
1063,301,5,961,2,653
